,Unnamed: 0,record_id,session_id,username,sql_id,sql,nl_query,incorrect_parts,open_ended_feedback,error_classification,duration,cur_id,batch_id,GT_sql
104,136,02358d0b-e27d-4c80-9c10-1ba0fb44c194,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,2151,"SELECT project_staff.project_id , COUNT( * ) FROM project_staff GROUP BY project_staff.project_id",How many staff does each project has? List the project id and the number in an ascending order.,GROUP BY,"1, miss key word: ""ascending"";",miss keyword,505.9879999,35,1,"SELECT T1.project_id ,  count(*) FROM Project_Staff AS T1 JOIN Projects AS T2 ON T1.project_id  =  T2.project_id GROUP BY T1.project_id ORDER BY count(*) ASC"
34,34,fe2f9da2-065f-4bda-aa81-ff72e3cead62,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,2151,"SELECT project_staff.project_id , COUNT( * ) FROM project_staff GROUP BY project_staff.project_id",How many staff does each project has? List the project id and the number in an ascending order.,,Did not rank the result in an ascending order.,Miss sorting,9222.389,35,1,"SELECT T1.project_id ,  count(*) FROM Project_Staff AS T1 JOIN Projects AS T2 ON T1.project_id  =  T2.project_id GROUP BY T1.project_id ORDER BY count(*) ASC"
35,35,b12e38e8-6a64-43c1-ae05-ad840074fecf,6b2c80c4-093e-420b-b59d-d0c0ec024d45,toby,2025,SELECT song.artist_name FROM song WHERE song.languages = 'English' EXCEPT SELECT artist.artist_name FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE song.languages = 'English' AND song.rating > 8,Find the names of the artists who have produced English songs but have never received rating higher than 8.,WHERE song.languages = 'English' AND song.rating > 8,"1. should not include the filter on languages='English' in the nested select;
2. should use the lower case value ""english"" in the query",Additional condition; value error,36.29900002,36,1,"SELECT DISTINCT artist_name FROM song WHERE languages  =  ""english"" EXCEPT SELECT DISTINCT artist_name FROM song WHERE rating  >  8"
107,137,ef1696ad-68ca-4e42-970b-062f5fc1755f,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,2025,SELECT song.artist_name FROM song WHERE song.languages = 'English' EXCEPT SELECT artist.artist_name FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE song.languages = 'English' AND song.rating > 8,Find the names of the artists who have produced English songs but have never received rating higher than 8.,"song.artist_name, WHERE song.languages = 'English' ","1, common sense error: people's names should be distinctive;
2, value case error;",Value error; miss keyword,526.355,36,1,"SELECT DISTINCT artist_name FROM song WHERE languages  =  ""english"" EXCEPT SELECT DISTINCT artist_name FROM song WHERE rating  >  8"
106,100,e7107bae-a61a-4ae9-bd8c-367741c073e5,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,2025,SELECT song.artist_name FROM song WHERE song.languages = 'English' EXCEPT SELECT artist.artist_name FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE song.languages = 'English' AND song.rating > 8,Find the names of the artists who have produced English songs but have never received rating higher than 8.,"SELECT, WHERE song.languages = 'English' , artist.artist_name, FROM, artist, JOIN, song, ON, artist.artist_name = song.artist_name, WHERE song.languages = 'English' AND song.rating > 8",Incorrect use of syntax in Hypothetical query. 'SELECT' should be 'SELECT DISTINCT'.; Incorrect column value representation in Hypothetical query. The value 'English' should be 'english'.; Incorrect table and column referred in Hypothetical query. 'EXCEPT SELECT artist.artist_name FROM artist JOIN song ON artist.artist_name = song.artist_name' should be 'EXCEPT SELECT DISTINCT artist_name FROM song' instead. The table 'artist' is useless for the Natural language query.,Value error; Inappropriate use of syntax; refer to additional table and column,484.1669998,36,1,"SELECT DISTINCT artist_name FROM song WHERE languages  =  ""english"" EXCEPT SELECT DISTINCT artist_name FROM song WHERE rating  >  8"
105,38,fadc56f3-8c4b-40e2-824f-0fdb181f04af,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2025,SELECT song.artist_name FROM song WHERE song.languages = 'English' EXCEPT SELECT artist.artist_name FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE song.languages = 'English' AND song.rating > 8,Find the names of the artists who have produced English songs but have never received rating higher than 8.,,value case-sensitivity error: it should be 'english' rather than 'English'.,Value error,86.44899988,36,1,"SELECT DISTINCT artist_name FROM song WHERE languages  =  ""english"" EXCEPT SELECT DISTINCT artist_name FROM song WHERE rating  >  8"
110,139,7f82e06f-93ad-4cf1-afe0-32668bda4dc7,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,2070,SELECT AVG( procedures.cost ) FROM procedures JOIN trained_in ON procedures.code = trained_in.physician JOIN procedures ON procedures.code = trained_in.physician WHERE physician.name = 'John Wen',Compute the mean price of procedures physician John Wen was trained in.,procedures,"1, index to a wrong table",Refer to incorrect table,275.777,37,1,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen"""
108,39,8474f4fa-d731-4d75-b61e-35df7f0dc1fe,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2070,SELECT AVG( procedures.cost ) FROM procedures JOIN trained_in ON procedures.code = trained_in.physician JOIN procedures ON procedures.code = trained_in.physician WHERE physician.name = 'John Wen',Compute the mean price of procedures physician John Wen was trained in.,,"Join an inappropriate table: for the second joining clause, the table to be joined should be 'physician' rather than 'procedures'.",Join incorrect tables,143.207,37,1,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen"""
109,103,2b9e2e36-4b91-41b1-8b0a-cef2cdccd8fb,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,2070,SELECT AVG( procedures.cost ) FROM procedures JOIN trained_in ON procedures.code = trained_in.physician JOIN procedures ON procedures.code = trained_in.physician WHERE physician.name = 'John Wen',Compute the mean price of procedures physician John Wen was trained in.,"procedures, procedures.code = trained_in.physician, JOIN, ON",The column name is incorrectly referred to in the Ground truth query. The 'SELECT avg(T3.cost) FROM physician AS T1 JOIN... JOIN procedures AS T3...' should be 'SELECT avg(T3.cost) FROM procedures AS T3 JOIN...'.; The 'JOIN procedures ON procedures.code = trained_in.physician' is redundancy in the Hypothetical query.; The 'JOIN trained_in ON physician.employeeid = trained_in.physician' is missed in the Hypothetical query.,Miss joining tables; join redundant tables; refer to incorrect table; incorrect ground truth ,23.30500007,37,1,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen"""
36,36,ece4faca-63ae-40b9-abdd-d5a260315e0a,6b2c80c4-093e-420b-b59d-d0c0ec024d45,toby,2070,SELECT AVG( procedures.cost ) FROM procedures JOIN trained_in ON procedures.code = trained_in.physician JOIN procedures ON procedures.code = trained_in.physician WHERE physician.name = 'John Wen',Compute the mean price of procedures physician John Wen was trained in.,procedures.code = trained_in.physician,"the joins using procedures.code and trained_in.physician are incorrect. the physician table and the trained_in table should be joined using the trained_in.physician and employeeid columns, while the trained_in and procedures tables should be joined using the treatment and code columns",Join incorrect tables; join incorrect columns,118.9059999,37,1,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen"""
112,104,fa6f4e50-d809-4f50-a967-1e625e0ac4c9,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,1804,"SELECT tv_channel.package_option , tv_channel.series_name FROM tv_channel WHERE tv_channel.hight_definition_tv = 'y'",What are the package options and the name of the series for the TV Channel that supports high definition TV?,WHERE tv_channel.hight_definition_tv = 'y',Incorrect column value representation in Hypothetical query. The value 'y' should be 'yes'.,Value error; mistake ,155.7029998,38,1,"SELECT package_option ,  series_name FROM TV_Channel WHERE hight_definition_TV  =  ""yes"""
111,40,debac50c-cb14-479f-a06e-06fd9a592140,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,1804,"SELECT tv_channel.package_option , tv_channel.series_name FROM tv_channel WHERE tv_channel.hight_definition_tv = 'y'",What are the package options and the name of the series for the TV Channel that supports high definition TV?,,Value error: it should be 'yes' rather than 'y'.,Value error,254.6469998,38,1,"SELECT package_option ,  series_name FROM TV_Channel WHERE hight_definition_TV  =  ""yes"""
37,37,c9981f9f-7d28-4dbd-8d31-831f3b3751b4,6b2c80c4-093e-420b-b59d-d0c0ec024d45,toby,1804,"SELECT tv_channel.package_option , tv_channel.series_name FROM tv_channel WHERE tv_channel.hight_definition_tv = 'y'",What are the package options and the name of the series for the TV Channel that supports high definition TV?,,"value incorrect: should use the value ""yes"" in the table instead of ""y"" to query TV models that support a feature",Value error;,45.50300002,38,1,"SELECT package_option ,  series_name FROM TV_Channel WHERE hight_definition_TV  =  ""yes"""
113,140,601764c7-c022-4317-9016-306599b610b3,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,1804,"SELECT tv_channel.package_option , tv_channel.series_name FROM tv_channel WHERE tv_channel.hight_definition_tv = 'y'",What are the package options and the name of the series for the TV Channel that supports high definition TV?,WHERE tv_channel.hight_definition_tv = 'y',"1, value error ""yes"" to ""y"";",Value error,652.0209999,38,1,"SELECT package_option ,  series_name FROM TV_Channel WHERE hight_definition_TV  =  ""yes"""
38,38,f70b75d8-d88e-49b8-a26a-f1ce447b6d46,6b2c80c4-093e-420b-b59d-d0c0ec024d45,toby,1747,"SELECT countries.countryname , car_makers.id FROM countries JOIN car_makers ON countries.countryid = car_makers.country GROUP BY countries.countryid HAVING COUNT( * ) >= 1",What are the countries having at least one car maker? List name and id.,"countries.countryname , car_makers.id",should return the id of the country instead of the id of the car maker,Return error; refer to incorrect table ,33.01900005,39,1,"SELECT T1.CountryName ,  T1.CountryId FROM COUNTRIES AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(*)  >=  1;"
114,42,18ec9fff-bdeb-4b88-ba24-eb991adc2855,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,1747,"SELECT countries.countryname , car_makers.id FROM countries JOIN car_makers ON countries.countryid = car_makers.country GROUP BY countries.countryid HAVING COUNT( * ) >= 1",What are the countries having at least one car maker? List name and id.,,Inappropriate returned attribute: it should return 'CountryId' rather than 'car_makers.id'.,Refer to incorrect table and column,168.914,39,1,"SELECT T1.CountryName ,  T1.CountryId FROM COUNTRIES AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(*)  >=  1;"
115,105,a9b2199a-1c0a-4199-a924-94f3dd869301,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,1747,"SELECT countries.countryname , car_makers.id FROM countries JOIN car_makers ON countries.countryid = car_makers.country GROUP BY countries.countryid HAVING COUNT( * ) >= 1",What are the countries having at least one car maker? List name and id.,"countries.countryname , car_makers.id",A table and a column are incorrectly referred to in the Hypothetical query. The 'car_makers.id' should be 'COUNTRIES.CountryId'. ,Refer to incorrect table and column,249.362,39,1,"SELECT T1.CountryName ,  T1.CountryId FROM COUNTRIES AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(*)  >=  1;"
116,141,4760a062-8605-451d-97e7-92a21794b748,fa62e51d-de6a-4969-a733-f972747cc6a7,zhengning,1747,"SELECT countries.countryname , car_makers.id FROM countries JOIN car_makers ON countries.countryid = car_makers.country GROUP BY countries.countryid HAVING COUNT( * ) >= 1",What are the countries having at least one car maker? List name and id.,"countries.countryname , car_makers.id, FROM, countries","1. is there any redundancy?;
2, inappropriate join condition",inappropriate use of syntax,275.902,39,1,"SELECT T1.CountryName ,  T1.CountryId FROM COUNTRIES AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(*)  >=  1;"
39,39,c6e8cfcf-f39f-4edc-8589-90653f6e0c3c,6b2c80c4-093e-420b-b59d-d0c0ec024d45,toby,1673,"SELECT routes.src_ap , airports.name , COUNT( * ) FROM routes JOIN airports ON routes.src_apid = airports.apid GROUP BY airports.name",Find the number of routes for each source airport and the airport name.,"routes.src_ap , airports.name , COUNT( * )","1. redundant result column ""src_ap"";",Return error; Additional return value,62.61800003,40,1,"SELECT count(*) ,  T1.name FROM airports AS T1 JOIN routes AS T2 ON T1.apid  =  T2.src_apid GROUP BY T1.name"
118,106,03aa3105-c475-44f6-b7f6-cd2c9c328449,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,1673,"SELECT routes.src_ap , airports.name , COUNT( * ) FROM routes JOIN airports ON routes.src_apid = airports.apid GROUP BY airports.name",Find the number of routes for each source airport and the airport name.,"routes.src_ap , airports.name , COUNT( * ), routes, airports","Additional column 'routes.src_ap' is added in the 'SELECT routes.src_ap , airports.name , COUNT( * ) FROM routes'.; And the table 'routes' is incorrect. It should be 'airports'.; This leads to 'JOIN routes' is incorrect. It should be 'JOIN airports'.",Refer to incorrect column; refer to incorrect column,827.7659998,40,1,"SELECT count(*) ,  T1.name FROM airports AS T1 JOIN routes AS T2 ON T1.apid  =  T2.src_apid GROUP BY T1.name"
117,44,1f08c4c8-58ee-4a54-945d-cdb71be3006c,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,1673,"SELECT routes.src_ap , airports.name , COUNT( * ) FROM routes JOIN airports ON routes.src_apid = airports.apid GROUP BY airports.name",Find the number of routes for each source airport and the airport name.,,Inappropriate returned attribute: 'routes.src_ap' is redundant.,Refer to redundant column,1696.568,40,1,"SELECT count(*) ,  T1.name FROM airports AS T1 JOIN routes AS T2 ON T1.apid  =  T2.src_apid GROUP BY T1.name"
119,142,dbd38c2c-d31d-4766-bced-1c789eaae8bd,fa62e51d-de6a-4969-a733-f972747cc6a7,zhengning,1673,"SELECT routes.src_ap , airports.name , COUNT( * ) FROM routes JOIN airports ON routes.src_apid = airports.apid GROUP BY airports.name",Find the number of routes for each source airport and the airport name.,"routes, routes.src_ap , airports.name , COUNT( * )","1, index to a wrong table;
2, select wrong columns;",Refer to incorrect column;Refer to incorrect table;,114.2190001,40,1,"SELECT count(*) ,  T1.name FROM airports AS T1 JOIN routes AS T2 ON T1.apid  =  T2.src_apid GROUP BY T1.name"
122,143,c9b46ce9-4ffe-4f08-b24b-48ee431439f4,fa62e51d-de6a-4969-a733-f972747cc6a7,zhengning,2310,SELECT services.service_name FROM services WHERE services.service_id NOT IN (SELECT forms.service_id FROM forms),Find name of the services that has never been used.,WHERE services.service_id NOT IN (SELECT forms.service_id FROM forms),"1, index to a wrong table;
2, the model should know how many services in this databases in all (this is difficult);",Refer to incorrect table,164.283,41,1,SELECT service_name FROM services EXCEPT SELECT t1.service_name FROM services AS t1 JOIN party_services AS t2 ON t1.service_id  =  t2.service_id
121,107,8c04fedc-48c2-48f1-8bb3-77718d2a9a38,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,2310,SELECT services.service_name FROM services WHERE services.service_id NOT IN (SELECT forms.service_id FROM forms),Find name of the services that has never been used.,WHERE services.service_id NOT IN (SELECT forms.service_id FROM forms),The table 'forms' is useless for the Natural language query. The table 'forms' should be replaced by 'services'. (I am not sure if the syntax of the Hypothetical query use could be applied for other samples outside the scope of the table showed in React.js. But for the provided ones the syntax of the Hypothetical query is ok to be used.),Refer to incorrect table,577.7609999,41,1,SELECT service_name FROM services EXCEPT SELECT t1.service_name FROM services AS t1 JOIN party_services AS t2 ON t1.service_id  =  t2.service_id
120,45,4e9da030-7ad0-455a-9660-b5c6c6666a39,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2310,SELECT services.service_name FROM services WHERE services.service_id NOT IN (SELECT forms.service_id FROM forms),Find name of the services that has never been used.,,Use an inappropriate table: it should use table 'party_services' rather than 'forms'.,Refer to incorrect table,77.07500005,41,1,SELECT service_name FROM services EXCEPT SELECT t1.service_name FROM services AS t1 JOIN party_services AS t2 ON t1.service_id  =  t2.service_id
40,40,23a52bea-8109-4e72-adf6-be5bae181f3d,6b2c80c4-093e-420b-b59d-d0c0ec024d45,toby,2310,SELECT services.service_name FROM services WHERE services.service_id NOT IN (SELECT forms.service_id FROM forms),Find name of the services that has never been used.,WHERE services.service_id NOT IN (SELECT forms.service_id FROM forms),the NOT IN query should query the PARTY_SERVICES table instead of the FORMS table,Refer to incorrect table ,86.23699999,41,1,SELECT service_name FROM services EXCEPT SELECT t1.service_name FROM services AS t1 JOIN party_services AS t2 ON t1.service_id  =  t2.service_id
123,46,ed2e5bbf-f902-4a09-b9c2-eb2dde76ab09,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2061,"SELECT physician.name , physician.position FROM physician JOIN prescribes ON physician.employeeid = prescribes.physician WHERE medication.brand = 'X'",Find the name and position of physicians who prescribe some medication whose brand is X?,,Miss a table: hypothesis does not join the table 'medication' to get the 'medication.brand'.,Miss table,76.16400003,42,1,"SELECT DISTINCT T1.name ,  T1.position FROM physician AS T1 JOIN prescribes AS T2 ON T1.employeeid = T2.physician JOIN medication AS T3 ON T3.code = T2.medication WHERE T3.Brand  =  ""X"""
124,108,b2d852f9-b43d-4d42-bd14-f03591b86a5e,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,2061,"SELECT physician.name , physician.position FROM physician JOIN prescribes ON physician.employeeid = prescribes.physician WHERE medication.brand = 'X'",Find the name and position of physicians who prescribe some medication whose brand is X?,SELECT,The syntax is incorrect in the Hypothetical query. The 'SELECT' should be 'SELECT DISTINCT'.; The information 'JOIN medication ON medication.code = prescribes.medication' is missed in the Hypothetical query.,Miss joining tables; inappropriate use of syntax,265.664,42,1,"SELECT DISTINCT T1.name ,  T1.position FROM physician AS T1 JOIN prescribes AS T2 ON T1.employeeid = T2.physician JOIN medication AS T3 ON T3.code = T2.medication WHERE T3.Brand  =  ""X"""
125,144,3c0ce680-4ef4-4abc-b238-bcc42a0f2aab,fa62e51d-de6a-4969-a733-f972747cc6a7,zhengning,2061,"SELECT physician.name , physician.position FROM physician JOIN prescribes ON physician.employeeid = prescribes.physician WHERE medication.brand = 'X'",Find the name and position of physicians who prescribe some medication whose brand is X?,,"1, missing one table : ""medication.code"";
2, common sense error: people's name should be distinctive;",Miss table; miss syntax,110.924,42,1,"SELECT DISTINCT T1.name ,  T1.position FROM physician AS T1 JOIN prescribes AS T2 ON T1.employeeid = T2.physician JOIN medication AS T3 ON T3.code = T2.medication WHERE T3.Brand  =  ""X"""
41,41,33b626cb-d617-47e5-aa59-6ba5f55b1f95,6b2c80c4-093e-420b-b59d-d0c0ec024d45,toby,2061,"SELECT physician.name , physician.position FROM physician JOIN prescribes ON physician.employeeid = prescribes.physician WHERE medication.brand = 'X'",Find the name and position of physicians who prescribe some medication whose brand is X?,"FROM, physician, JOIN, prescribes",the table medication is not joined in the query,Miss joining tables,54.74099994,42,1,"SELECT DISTINCT T1.name ,  T1.position FROM physician AS T1 JOIN prescribes AS T2 ON T1.employeeid = T2.physician JOIN medication AS T3 ON T3.code = T2.medication WHERE T3.Brand  =  ""X"""
128,145,25496abe-edd4-4009-acb9-376ba465221a,fa62e51d-de6a-4969-a733-f972747cc6a7,zhengning,478,SELECT dorm.dorm_name FROM dorm WHERE dorm.gender = 'f',Find the name of dorms only for female (F gender).,,"1, value case error",Value error,80.37800002,43,1,SELECT dorm_name FROM dorm WHERE gender  =  'F'
127,109,3d49435a-0f17-457a-8cf8-04db28cb0d32,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,478,SELECT dorm.dorm_name FROM dorm WHERE dorm.gender = 'f',Find the name of dorms only for female (F gender).,WHERE dorm.gender = 'f',Incorrect column value representation in Hypothetical query. The value 'f' should be 'F'.,Value error; mistake,89.81299996,43,1,SELECT dorm_name FROM dorm WHERE gender  =  'F'
42,42,b6a7a7d8-f52c-4c29-9875-c8cc11c37b2e,6b2c80c4-093e-420b-b59d-d0c0ec024d45,toby,478,SELECT dorm.dorm_name FROM dorm WHERE dorm.gender = 'f',Find the name of dorms only for female (F gender).,WHERE dorm.gender = 'f',"should use the upper case ""F"" value in the query",Value error,32.08100009,43,1,SELECT dorm_name FROM dorm WHERE gender  =  'F'
126,47,34382174-c2e4-4480-aacf-f4426e4936c9,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,478,SELECT dorm.dorm_name FROM dorm WHERE dorm.gender = 'f',Find the name of dorms only for female (F gender).,,Value error: it should be 'F' rather than 'f'.,Value error,58.22000003,43,1,SELECT dorm_name FROM dorm WHERE gender  =  'F'
129,48,178226a3-4c50-4bed-867d-97e968658cd4,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,1189,"SELECT COUNT( * ) , block.blockcode FROM block JOIN room ON block.blockfloor = room.blockfloor JOIN block ON block.blockcode = room.blockcode GROUP BY block.blockcode",How many rooms are located for each block code?,,JOIN table 'block' redundantly: It should not join table 'block' twice.,Join redundant tables,120.734,44,1,"SELECT count(*) ,  T1.blockcode FROM BLOCK AS T1 JOIN room AS T2 ON T1.blockfloor  =  T2.blockfloor AND T1.blockcode  =  T2.blockcode GROUP BY T1.blockcode"
43,43,faf897af-7408-43ad-b1e0-7bedfe420bbf,6b2c80c4-093e-420b-b59d-d0c0ec024d45,toby,1189,"SELECT COUNT( * ) , block.blockcode FROM block JOIN room ON block.blockfloor = room.blockfloor JOIN block ON block.blockcode = room.blockcode GROUP BY block.blockcode",How many rooms are located for each block code?,"JOIN, block, ON, block.blockcode = room.blockcode",should not use the double join,Join redundant tables,98.23999977,44,1,"SELECT count(*) ,  T1.blockcode FROM BLOCK AS T1 JOIN room AS T2 ON T1.blockfloor  =  T2.blockfloor AND T1.blockcode  =  T2.blockcode GROUP BY T1.blockcode"
130,110,cef8932f-0b9f-490a-b07e-e48477acf4a2,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,1189,"SELECT COUNT( * ) , block.blockcode FROM block JOIN room ON block.blockfloor = room.blockfloor JOIN block ON block.blockcode = room.blockcode GROUP BY block.blockcode",How many rooms are located for each block code?,"JOIN, block, ON",The syntax 'JOIN block ON' in the middle of the Hypothetical query is incorrectly used. It should be simply replaced by 'AND'. ,Inappropriate use of syntax,216.0190001,44,1,"SELECT count(*) ,  T1.blockcode FROM BLOCK AS T1 JOIN room AS T2 ON T1.blockfloor  =  T2.blockfloor AND T1.blockcode  =  T2.blockcode GROUP BY T1.blockcode"
131,146,eceba728-00a4-4aca-915d-1263ad754d65,c25300c4-766d-4687-b168-98e882bea8b6,zhengning,1189,"SELECT COUNT( * ) , block.blockcode FROM block JOIN room ON block.blockfloor = room.blockfloor JOIN block ON block.blockcode = room.blockcode GROUP BY block.blockcode",How many rooms are located for each block code?,,"1, column case error?;",Refer to incorrect column,41.93099999,44,1,"SELECT count(*) ,  T1.blockcode FROM BLOCK AS T1 JOIN room AS T2 ON T1.blockfloor  =  T2.blockfloor AND T1.blockcode  =  T2.blockcode GROUP BY T1.blockcode"
133,111,0684ec84-8b27-452b-96bd-d0710e5f60c1,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,1563,"SELECT statements.statement_details , documents.document_name FROM documents JOIN statements ON documents.document_id = statements.statement_id WHERE projects.project_details = 'Private Project'","What are the details for statements with the details 'Private Project', and what are the names of the corresponding documents?",WHERE projects.project_details = 'Private Project',The Hypothetical query is referring to an incorrect table and an incorrect column. The 'projects.project_details = 'Private Project'' should be 'statements.statement_details = 'Private Project''. ,Refer to incorrect table and column,573.273,45,1,"SELECT T1.statement_details ,  T2.document_name FROM Statements AS T1 JOIN Documents AS T2 ON T1.statement_id  =  T2.document_id WHERE T1.statement_details  =  'Private Project'"
132,50,4f6f24c7-4a1e-4724-9f90-82d5464d541d,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,1563,"SELECT statements.statement_details , documents.document_name FROM documents JOIN statements ON documents.document_id = statements.statement_id WHERE projects.project_details = 'Private Project'","What are the details for statements with the details 'Private Project', and what are the names of the corresponding documents?",,Inappropriate attribute used in condition: it should use 'statement_details' rather than 'project_details' for the WHERE condition.,Refer to incorrect column,167.0110002,45,1,"SELECT T1.statement_details ,  T2.document_name FROM Statements AS T1 JOIN Documents AS T2 ON T1.statement_id  =  T2.document_id WHERE T1.statement_details  =  'Private Project'"
44,44,b5f61dd1-e458-4ede-bf1d-b433c1f96dd4,6b2c80c4-093e-420b-b59d-d0c0ec024d45,toby,1563,"SELECT statements.statement_details , documents.document_name FROM documents JOIN statements ON documents.document_id = statements.statement_id WHERE projects.project_details = 'Private Project'","What are the details for statements with the details 'Private Project', and what are the names of the corresponding documents?","JOIN, WHERE projects.project_details = 'Private Project'",refered to the wrong table -- should refer to the Statements table for the Statement_Details column instead of the proejcts.project_details column,Refer to incorrect table and column,116.6589999,45,1,"SELECT T1.statement_details ,  T2.document_name FROM Statements AS T1 JOIN Documents AS T2 ON T1.statement_id  =  T2.document_id WHERE T1.statement_details  =  'Private Project'"
134,51,141ab844-62eb-416f-b770-54fe359f6394,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,531,SELECT sportsinfo.stuid FROM sportsinfo WHERE sportsinfo.onscholarship = 'y',What are the ids for all sporty students who are on scholarship?,,Value error: it should be 'Y' rather than y'.,value error,44.74099994,46,1,SELECT StuID FROM Sportsinfo WHERE onscholarship  =  'Y'
45,45,33524581-0727-4ce7-beca-9dea8e0c7fb6,6b2c80c4-093e-420b-b59d-d0c0ec024d45,toby,531,SELECT sportsinfo.stuid FROM sportsinfo WHERE sportsinfo.onscholarship = 'y',What are the ids for all sporty students who are on scholarship?,,"value: should use the upper case ""Y""",Value error ,28.40199995,46,1,SELECT StuID FROM Sportsinfo WHERE onscholarship  =  'Y'
135,112,85318269-ee14-4295-9ecd-887a1c2f98ad,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,531,SELECT sportsinfo.stuid FROM sportsinfo WHERE sportsinfo.onscholarship = 'y',What are the ids for all sporty students who are on scholarship?,WHERE sportsinfo.onscholarship = 'y',Incorrect column value representation in Hypothetical query. The value 'y' should be 'Y'.,value error; mistake ,68.50999999,46,1,SELECT StuID FROM Sportsinfo WHERE onscholarship  =  'Y'
